id,title,year,area,url,read_depth,mota_connection,experiment_role
DR173,Self-Imitation Learning,2018,demo-offline-rl,https://arxiv.org/abs/1806.05635,deep,successful route fragments can be replayed without external experts,hp403_ablation
DR174,AWAC: Accelerating Online RL with Offline Datasets,2020,demo-offline-rl,https://arxiv.org/abs/2006.09359,deep,hp403 can be an offline seed before online improvement,hp403_ablation
DR175,Offline Reinforcement Learning with Implicit Q-Learning,2021,demo-offline-rl,https://arxiv.org/abs/2110.06169,deep,conservative value learning from route buffers avoids extrapolation issues,hp403_ablation
DR176,Conservative Q-Learning for Offline Reinforcement Learning,2020,demo-offline-rl,https://arxiv.org/abs/2006.04779,survey,single-route hp403 training needs pessimism to avoid overvaluing unseen actions,hp403_ablation
DR177,Decision Transformer,2021,demo-offline-rl,https://arxiv.org/abs/2106.01345,survey,route sequence modeling is useful after a diverse archive exists,hp403_ablation
DR178,Policy Invariance under Reward Transformations,1999,reward-credit,https://people.eecs.berkeley.edu/~pabbeel/cs287-fa09/readings/NgHaradaRussell-shaping-ICML1999.pdf,deep,PBRS is the safest way to add dense Mota rewards,reward_design
DR179,Using Reward Machines for High-Level Task Specification and Decomposition,2018,reward-credit,https://arxiv.org/abs/1807.02965,deep,stage automata can formalize sword/shield/red-key/boss progress,reward_design
DR180,Learning What to Do by Simulating the Past,2019,reward-credit,https://arxiv.org/abs/1904.06387,survey,counterfactual replay helps identify early resource mistakes,reward_design
DR181,Neural Combinatorial Optimization with Reinforcement Learning,2016,graph-co,https://arxiv.org/abs/1611.09940,deep,node selection over resources resembles pointer-style combinatorial policies,graph_q_model
DR182,"Attention, Learn to Solve Routing Problems!",2018,graph-co,https://arxiv.org/abs/1803.08475,deep,attention over all graph nodes is a direct model template,graph_q_model
DR183,Learning Combinatorial Optimization Algorithms over Graphs,2017,graph-co,https://arxiv.org/abs/1704.01665,survey,GNN message passing supports resource graph scoring,graph_q_model
DR184,Graph Attention Networks,2017,graph-co,https://arxiv.org/abs/1710.10903,survey,GAT is a lightweight encoder for all-node Q values,graph_q_model
DR185,Plan2Explore,2020,world-model,https://arxiv.org/abs/2005.05960,survey,intrinsic disagreement can target unknown resource graph regions,future_world_model
DR186,EfficientZero,2021,world-model,https://arxiv.org/abs/2111.00210,survey,sample-efficient MuZero variant for later 50F expansion,future_world_model
DR187,Resource Constrained Shortest Paths,1980,numeric-planning,https://doi.org/10.1002/net.3230100109,deep,label-setting and dominance are mathematically aligned with HP/key constrained routing,planner_core
DR188,A Survey of Resource Constrained Shortest Path Problems,2016,numeric-planning,https://doi.org/10.1007/s10479-014-1701-5,deep,formalizes label dominance used by Mota route search,planner_core
DR189,Planning with Numeric State Variables,2002,numeric-planning,https://www.jair.org/index.php/jair/article/view/10328,survey,PDDL/numeric planning is a fallback formalization for attack/defense/key effects,planner_core
DR190,The Metric-FF Planning System,2003,numeric-planning,https://www.jair.org/index.php/jair/article/view/10335,survey,numeric relaxed planning offers heuristics for HP/key/resource constraints,planner_core
DR191,Fast Downward,2006,numeric-planning,https://jair.org/index.php/jair/article/view/10457,survey,"planning-system architecture informs clean separation of model, heuristic, and search",planner_core
DR192,"Landmarks, Critical Paths and Abstractions",2004,numeric-planning,https://www.jair.org/index.php/jair/article/view/10372,deep,landmarks formalize sword/shield/red-key/boss-ready as mandatory subgoals,planner_core
DR193,Bandit Based Monte-Carlo Planning,2006,mcts,https://link.springer.com/chapter/10.1007/11871842_29,deep,UCT is the baseline tree policy behind AlphaGo-style route search,candidate_method
DR194,A Survey of Monte Carlo Tree Search Methods,2012,mcts,https://ieeexplore.ieee.org/document/6145622,survey,"MCTS design choices help compare UCT, PUCT, and single-player variants",background
DR195,Single-Player Monte-Carlo Tree Search,2008,mcts,https://link.springer.com/chapter/10.1007/978-3-540-87608-3_3,deep,single-player MCTS is closer to Mota than two-player self-play,candidate_method
DR196,"Dyna, an Integrated Architecture for Learning, Planning, and Reacting",1991,rl-classic,https://dl.acm.org/doi/10.1145/122344.122377,deep,Dyna is the conceptual bridge between simulator rollouts and value learning,candidate_method
DR197,Prioritized Sweeping: Reinforcement Learning with Less Data and Less Time,1993,rl-classic,https://link.springer.com/article/10.1007/BF00993104,deep,prioritized backups align with rare critical Mota transitions,candidate_method
DR198,Learning to Predict by the Methods of Temporal Differences,1988,rl-classic,https://link.springer.com/article/10.1007/BF00115009,survey,TD learning remains the update substrate for Q/value models,background
DR199,Reasoning via Planning,2023,llm-planning,https://arxiv.org/abs/2305.14992,survey,"LLM should propose subgoals/reward factors, not replace simulator validation",background
DR200,Tree of Thoughts,2023,llm-planning,https://arxiv.org/abs/2305.10601,survey,branch-and-evaluate prompting resembles route idea generation,background
